time_id,hour,day,month,year,day_of_week
609728,14,14.0,November,2015.0,Saturday  
609729,8,14.0,November,2015.0,Saturday  
609733,18,12.0,December,2015.0,Saturday  
609734,3,13.0,December,2015.0,Sunday    
609735,21,13.0,December,2015.0,Sunday    
609736,3,15.0,December,2015.0,Tuesday   
609737,0,21.0,December,2015.0,Monday    
609738,13,21.0,December,2015.0,Monday    
609739,22,22.0,December,2015.0,Tuesday   
609741,18,30.0,December,2015.0,Wednesday 
609748,0,6.0,November,2015.0,Friday    
609752,18,27.0,August,2015.0,Thursday  
609753,4,27.0,August,2015.0,Thursday  
609755,16,26.0,September,2015.0,Saturday  
609759,2,26.0,April,2015.0,Sunday    
609761,21,18.0,June,2015.0,Thursday  
609762,19,2.0,September,2015.0,Wednesday 
609766,0,12.0,May,2015.0,Tuesday   
609767,11,18.0,January,2015.0,Sunday    
609768,3,2.0,February,2015.0,Monday    
609772,1,10.0,March,2015.0,Tuesday   
609773,19,30.0,August,2014.0,Saturday  
609775,0,26.0,April,2015.0,Sunday    
609776,19,17.0,June,2015.0,Wednesday 
609778,17,18.0,June,2015.0,Thursday  
609779,23,26.0,June,2015.0,Friday    
609782,19,27.0,February,2015.0,Friday    
609783,18,2.0,March,2015.0,Monday    
609786,22,11.0,March,2015.0,Wednesday 
609787,13,18.0,January,2014.0,Saturday  
609788,17,22.0,June,2015.0,Monday    
609789,7,11.0,March,2015.0,Wednesday 
609791,4,27.0,June,2015.0,Saturday  
609792,0,1.0,June,2015.0,Monday    
609795,17,13.0,March,2015.0,Friday    
609796,6,23.0,January,2014.0,Thursday  
609797,17,23.0,January,2014.0,Thursday  
609798,4,24.0,January,2014.0,Friday    
609801,6,18.0,February,2014.0,Tuesday   
609802,13,18.0,February,2014.0,Tuesday   
609805,12,7.0,March,2014.0,Friday    
609806,16,7.0,March,2014.0,Friday    
609818,0,18.0,February,2014.0,Tuesday   
609819,11,18.0,February,2014.0,Tuesday   
609820,16,18.0,February,2014.0,Tuesday   
609821,20,18.0,February,2014.0,Tuesday   
609822,15,18.0,February,2014.0,Tuesday   
609825,4,18.0,February,2014.0,Tuesday   
609828,15,26.0,February,2014.0,Wednesday 
609829,2,1.0,March,2014.0,Saturday  
609830,21,7.0,March,2014.0,Friday    
609832,14,7.0,March,2014.0,Friday    
609836,6,19.0,March,2014.0,Wednesday 
609839,4,7.0,January,2014.0,Tuesday   
609840,17,7.0,January,2014.0,Tuesday   
609844,10,16.0,January,2014.0,Thursday  
609845,15,16.0,January,2014.0,Thursday  
609847,12,23.0,January,2014.0,Thursday  
609854,5,24.0,January,2014.0,Friday    
609856,19,26.0,February,2015.0,Thursday  
609858,22,2.0,May,2015.0,Saturday  
609860,0,19.0,July,2015.0,Sunday    
609861,2,27.0,July,2015.0,Monday    
609865,5,27.0,July,2015.0,Monday    
609867,21,30.0,July,2015.0,Thursday  
609869,20,3.0,August,2015.0,Monday    
609870,17,3.0,August,2015.0,Monday    
609874,18,31.0,July,2015.0,Friday    
609876,17,18.0,December,2015.0,Friday    
609880,23,4.0,August,2015.0,Tuesday   
609883,5,14.0,August,2015.0,Friday    
609884,19,14.0,August,2015.0,Friday    
609886,17,14.0,August,2015.0,Friday    
609888,6,29.0,August,2015.0,Saturday  
609891,20,4.0,September,2015.0,Friday    
609893,3,13.0,September,2015.0,Sunday    
609895,19,13.0,September,2015.0,Sunday    
609897,22,11.0,December,2015.0,Friday    
609898,8,4.0,October,2015.0,Sunday    
609902,3,14.0,November,2015.0,Saturday  
609903,2,20.0,November,2015.0,Friday    
609904,7,20.0,November,2015.0,Friday    
609906,19,5.0,December,2015.0,Saturday  
609907,2,12.0,December,2015.0,Saturday  
609908,22,12.0,December,2015.0,Saturday  
609914,2,4.0,July,2015.0,Saturday  
609915,12,19.0,July,2015.0,Sunday    
609916,17,19.0,July,2015.0,Sunday    
609917,22,19.0,July,2015.0,Sunday    
609918,1,27.0,July,2015.0,Monday    
609919,19,30.0,July,2015.0,Thursday  
609920,10,31.0,July,2015.0,Friday    
609921,11,31.0,July,2015.0,Friday    
609924,0,15.0,June,2015.0,Monday    
609929,1,3.0,May,2015.0,Sunday    
609930,6,4.0,May,2015.0,Monday    
609933,8,10.0,May,2015.0,Sunday    
609935,14,10.0,May,2015.0,Sunday    
609936,3,13.0,May,2015.0,Wednesday 
609941,6,11.0,June,2015.0,Thursday  
609942,10,11.0,June,2015.0,Thursday  
609944,19,11.0,June,2015.0,Thursday  
609945,1,12.0,June,2015.0,Friday    
609949,21,19.0,June,2015.0,Friday    
609957,2,28.0,November,2014.0,Friday    
609959,11,28.0,November,2014.0,Friday    
609960,21,28.0,November,2014.0,Friday    
609961,16,12.0,December,2014.0,Friday    
609965,7,29.0,December,2014.0,Monday    
609966,2,27.0,December,2014.0,Saturday  
609968,1,27.0,December,2014.0,Saturday  
609969,16,10.0,January,2015.0,Saturday  
609971,19,10.0,January,2015.0,Saturday  
609974,5,12.0,January,2015.0,Monday    
609976,20,12.0,January,2015.0,Monday    
609978,10,26.0,January,2015.0,Monday    
609979,10,3.0,February,2015.0,Tuesday   
609980,21,10.0,February,2015.0,Tuesday   
609982,10,2.0,April,2015.0,Thursday  
609984,15,27.0,April,2015.0,Monday    
609988,1,4.0,May,2015.0,Monday    
609992,14,13.0,May,2015.0,Wednesday 
609993,11,13.0,May,2015.0,Wednesday 
609997,21,11.0,June,2015.0,Thursday  
610000,0,1.0,September,2013.0,Sunday    
610001,1,24.0,May,2014.0,Saturday  
610002,18,1.0,April,2014.0,Tuesday   
610003,6,24.0,May,2014.0,Saturday  
610004,14,1.0,July,2014.0,Tuesday   
610005,3,24.0,May,2014.0,Saturday  
610007,19,24.0,May,2014.0,Saturday  
610008,2,15.0,February,2014.0,Saturday  
610009,9,21.0,May,2014.0,Wednesday 
610013,13,21.0,May,2014.0,Wednesday 
610014,22,15.0,February,2014.0,Saturday  
610015,2,30.0,May,2014.0,Friday    
610018,19,16.0,February,2014.0,Sunday    
610019,21,30.0,May,2014.0,Friday    
610026,18,13.0,April,2014.0,Sunday    
610029,0,5.0,February,2014.0,Wednesday 
610030,11,13.0,March,2014.0,Thursday  
610031,11,14.0,March,2014.0,Friday    
610032,15,14.0,March,2014.0,Friday    
610034,4,13.0,March,2014.0,Thursday  
610035,3,28.0,March,2014.0,Friday    
610040,5,3.0,April,2014.0,Thursday  
610042,19,26.0,July,2014.0,Saturday  
610045,21,13.0,April,2014.0,Sunday    
610047,16,13.0,February,2014.0,Thursday  
610048,4,23.0,April,2014.0,Wednesday 
610049,19,23.0,April,2014.0,Wednesday 
610054,11,13.0,May,2014.0,Tuesday   
610056,13,13.0,May,2014.0,Tuesday   
610057,6,13.0,May,2014.0,Tuesday   
610060,8,20.0,June,2014.0,Friday    
610064,8,12.0,May,2014.0,Monday    
610067,8,19.0,June,2014.0,Thursday  
610068,22,31.0,December,2013.0,Tuesday   
610070,0,13.0,December,2013.0,Friday    
610073,13,12.0,June,2014.0,Thursday  
610075,8,14.0,May,2014.0,Wednesday 
610076,11,19.0,July,2014.0,Saturday  
610077,4,19.0,July,2014.0,Saturday  
610078,12,19.0,July,2014.0,Saturday  
610081,1,20.0,July,2014.0,Sunday    
610082,1,25.0,July,2014.0,Friday    
610086,16,26.0,July,2014.0,Saturday  
610091,3,11.0,August,2014.0,Monday    
610094,9,11.0,August,2014.0,Monday    
610095,22,1.0,March,2014.0,Saturday  
610096,8,10.0,March,2014.0,Monday    
610097,21,10.0,March,2014.0,Monday    
610102,2,5.0,June,2014.0,Thursday  
610103,9,5.0,June,2014.0,Thursday  
610106,21,5.0,June,2014.0,Thursday  
610107,3,7.0,June,2014.0,Saturday  
610109,12,7.0,June,2014.0,Saturday  
610111,4,7.0,June,2014.0,Saturday  
610115,11,3.0,February,2014.0,Monday    
610118,0,4.0,February,2014.0,Tuesday   
610119,18,5.0,June,2014.0,Thursday  
610120,21,11.0,August,2014.0,Monday    
610124,23,5.0,June,2014.0,Thursday  
610130,11,11.0,May,2014.0,Sunday    
610132,13,11.0,May,2014.0,Sunday    
610134,15,17.0,May,2014.0,Saturday  
610136,3,18.0,May,2014.0,Sunday    
610137,1,18.0,May,2014.0,Sunday    
610138,16,18.0,May,2014.0,Sunday    
610139,1,17.0,May,2014.0,Saturday  
610140,18,17.0,May,2014.0,Saturday  
610141,14,24.0,May,2014.0,Saturday  
610143,21,24.0,May,2014.0,Saturday  
610145,15,17.0,June,2014.0,Tuesday   
610146,2,27.0,June,2014.0,Friday    
610148,19,1.0,July,2014.0,Tuesday   
610149,15,10.0,July,2014.0,Thursday  
610151,15,2.0,May,2014.0,Friday    
610154,10,26.0,April,2014.0,Saturday  
610157,20,2.0,May,2014.0,Friday    
610158,4,2.0,June,2014.0,Monday    
610159,17,2.0,June,2014.0,Monday    
610160,8,2.0,June,2014.0,Monday    
610161,9,19.0,April,2014.0,Saturday  
610165,13,3.0,June,2014.0,Tuesday   
610172,14,15.0,June,2014.0,Sunday    
610174,21,4.0,February,2014.0,Tuesday   
610176,9,5.0,February,2014.0,Wednesday 
610178,10,5.0,February,2014.0,Wednesday 
610179,13,5.0,February,2014.0,Wednesday 
610182,1,13.0,February,2014.0,Thursday  
610183,19,13.0,February,2014.0,Thursday  
610184,15,4.0,March,2014.0,Tuesday   
610185,21,11.0,March,2014.0,Tuesday   
610187,2,13.0,March,2014.0,Thursday  
610190,1,15.0,March,2014.0,Saturday  
610192,15,28.0,March,2014.0,Friday    
610196,9,17.0,July,2014.0,Thursday  
610197,10,17.0,July,2014.0,Thursday  
610199,8,1.0,August,2014.0,Friday    
610201,16,31.0,March,2014.0,Monday    
610206,19,13.0,April,2014.0,Sunday    
610211,2,21.0,June,2014.0,Saturday  
610212,1,21.0,June,2014.0,Saturday  
610215,23,24.0,July,2014.0,Thursday  
610218,10,7.0,July,2014.0,Monday    
610221,15,13.0,July,2014.0,Sunday    
610229,17,20.0,June,2014.0,Friday    
610231,14,19.0,June,2014.0,Thursday  
610236,20,20.0,June,2014.0,Friday    
610239,9,19.0,June,2014.0,Thursday  
610240,17,27.0,August,2014.0,Wednesday 
610241,14,31.0,March,2013.0,Sunday    
610242,0,26.0,July,2014.0,Saturday  
610248,4,17.0,February,2014.0,Monday    
610251,23,16.0,March,2014.0,Sunday    
610253,7,20.0,June,2014.0,Friday    
610254,12,18.0,July,2014.0,Friday    
610257,14,19.0,July,2014.0,Saturday  
610260,21,20.0,July,2014.0,Sunday    
610262,21,25.0,July,2014.0,Friday    
610264,13,13.0,April,2014.0,Sunday    
610265,11,23.0,April,2014.0,Wednesday 
610267,23,23.0,April,2014.0,Wednesday 
610268,17,30.0,April,2014.0,Wednesday 
610269,22,30.0,April,2014.0,Wednesday 
610271,3,30.0,April,2014.0,Wednesday 
610272,0,12.0,May,2014.0,Monday    
610273,19,12.0,May,2014.0,Monday    
610275,22,12.0,May,2014.0,Monday    
610277,18,13.0,May,2014.0,Tuesday   
610279,2,23.0,April,2014.0,Wednesday 
610288,17,16.0,February,2014.0,Sunday    
610290,11,17.0,February,2014.0,Monday    
610292,8,27.0,February,2014.0,Thursday  
610294,16,8.0,March,2014.0,Saturday  
610295,0,9.0,March,2014.0,Sunday    
610297,23,8.0,March,2014.0,Saturday  
610299,20,16.0,March,2014.0,Sunday    
610301,8,1.0,April,2014.0,Tuesday   
610302,17,1.0,April,2014.0,Tuesday   
610304,14,17.0,April,2014.0,Thursday  
610307,20,3.0,May,2014.0,Saturday  
610308,0,8.0,May,2014.0,Thursday  
610309,19,8.0,May,2014.0,Thursday  
610311,5,26.0,July,2014.0,Saturday  
610312,13,26.0,July,2014.0,Saturday  
610313,3,25.0,August,2014.0,Monday    
610317,10,27.0,August,2014.0,Wednesday 
610319,14,28.0,August,2014.0,Thursday  
610321,20,2.0,September,2014.0,Tuesday   
610322,6,12.0,September,2014.0,Friday    
610323,12,12.0,September,2014.0,Friday    
610327,12,2.0,May,2014.0,Friday    
610331,1,3.0,June,2014.0,Tuesday   
610332,5,3.0,June,2014.0,Tuesday   
610333,10,3.0,June,2014.0,Tuesday   
610339,3,16.0,May,2014.0,Friday    
610348,14,27.0,February,2014.0,Thursday  
610349,8,7.0,June,2014.0,Saturday  
610353,2,2.0,March,2014.0,Sunday    
610355,5,7.0,June,2014.0,Saturday  
610356,15,12.0,June,2014.0,Thursday  
610358,8,28.0,August,2014.0,Thursday  
610359,11,26.0,September,2013.0,Thursday  
610360,9,1.0,April,2014.0,Tuesday   
610361,2,8.0,March,2014.0,Saturday  
610365,22,28.0,August,2014.0,Thursday  
610366,10,16.0,March,2014.0,Sunday    
610368,11,8.0,March,2014.0,Saturday  
610370,9,3.0,February,2014.0,Monday    
610375,19,25.0,April,2014.0,Friday    
610376,0,2.0,March,2014.0,Sunday    
610378,12,29.0,December,2013.0,Sunday    
610379,15,4.0,February,2014.0,Tuesday   
610380,9,1.0,March,2013.0,Friday    
610381,12,4.0,January,2014.0,Saturday  
610382,16,4.0,January,2014.0,Saturday  
610383,18,4.0,January,2014.0,Saturday  
610384,3,5.0,January,2014.0,Sunday    
610385,13,5.0,January,2014.0,Sunday    
610386,16,28.0,January,2014.0,Tuesday   
610387,18,29.0,January,2014.0,Wednesday 
610390,23,3.0,February,2014.0,Monday    
610392,11,28.0,August,2013.0,Wednesday 
610393,0,22.0,March,2014.0,Saturday  
610394,8,26.0,February,2014.0,Wednesday 
610397,20,1.0,March,2014.0,Saturday  
610399,2,7.0,March,2014.0,Friday    
610405,13,26.0,November,2013.0,Tuesday   
610408,21,26.0,April,2014.0,Saturday  
610412,21,27.0,April,2014.0,Sunday    
610418,5,2.0,March,2014.0,Sunday    
610419,8,1.0,January,2014.0,Wednesday 
610422,14,8.0,January,2014.0,Wednesday 
610424,3,10.0,January,2014.0,Friday    
610425,10,10.0,January,2014.0,Friday    
610426,21,10.0,January,2014.0,Friday    
610428,19,15.0,January,2014.0,Wednesday 
610430,2,17.0,January,2014.0,Friday    
610432,20,17.0,January,2014.0,Friday    
610434,20,1.0,February,2014.0,Saturday  
610436,2,3.0,February,2014.0,Monday    
610438,9,4.0,February,2014.0,Tuesday   
610445,14,5.0,February,2014.0,Wednesday 
610446,22,5.0,February,2014.0,Wednesday 
610450,12,13.0,February,2014.0,Thursday  
610451,16,14.0,March,2014.0,Friday    
610452,23,30.0,May,2014.0,Friday    
610455,23,1.0,July,2014.0,Tuesday   
610456,13,27.0,June,2014.0,Friday    
610459,20,8.0,January,2014.0,Wednesday 
610460,8,10.0,January,2014.0,Friday    
610462,6,8.0,January,2014.0,Wednesday 
610463,22,8.0,March,2014.0,Saturday  
610465,22,3.0,February,2014.0,Monday    
610467,4,5.0,January,2014.0,Sunday    
610473,19,16.0,March,2014.0,Sunday    
610474,22,18.0,July,2014.0,Friday    
610475,18,12.0,September,2014.0,Friday    
610477,17,5.0,January,2014.0,Sunday    
610478,3,27.0,August,2014.0,Wednesday 
610482,8,4.0,February,2014.0,Tuesday   
610483,15,28.0,January,2014.0,Tuesday   
610484,18,27.0,August,2014.0,Wednesday 
610492,16,4.0,February,2014.0,Tuesday   
610493,13,1.0,February,2014.0,Saturday  
610495,8,13.0,April,2013.0,Saturday  
610498,2,5.0,January,2014.0,Sunday    
610499,10,5.0,January,2014.0,Sunday    
610500,14,5.0,January,2014.0,Sunday    
610502,12,28.0,January,2014.0,Tuesday   
610503,20,29.0,January,2014.0,Wednesday 
610506,8,28.0,January,2014.0,Tuesday   
610508,18,30.0,May,2014.0,Friday    
610509,22,28.0,January,2014.0,Tuesday   
610511,10,28.0,January,2014.0,Tuesday   
610513,15,17.0,February,2014.0,Monday    
610514,12,16.0,February,2014.0,Sunday    
610515,22,24.0,April,2014.0,Thursday  
610517,19,5.0,February,2014.0,Wednesday 
610521,21,13.0,February,2014.0,Thursday  
610522,14,4.0,March,2014.0,Tuesday   
610527,19,11.0,March,2014.0,Tuesday   
610529,14,11.0,March,2014.0,Tuesday   
610535,13,28.0,March,2014.0,Friday    
610536,0,31.0,March,2014.0,Monday    
610537,9,31.0,March,2014.0,Monday    
610538,8,31.0,March,2014.0,Monday    
610540,1,13.0,April,2014.0,Sunday    
610542,22,19.0,April,2014.0,Saturday  
610543,16,3.0,June,2014.0,Tuesday   
610546,0,16.0,June,2014.0,Monday    
610548,22,16.0,June,2014.0,Monday    
610551,0,19.0,June,2014.0,Thursday  
610552,7,19.0,June,2014.0,Thursday  
610555,2,18.0,July,2014.0,Friday    
610563,19,6.0,February,2014.0,Thursday  
610565,14,22.0,December,2013.0,Sunday    
610566,6,3.0,January,2014.0,Friday    
610567,12,21.0,January,2014.0,Tuesday   
610570,0,12.0,February,2014.0,Wednesday 
610572,21,30.0,November,2013.0,Saturday  
610574,13,15.0,January,2014.0,Wednesday 
610575,12,1.0,September,2013.0,Sunday    
610581,16,8.0,April,2014.0,Tuesday   
610583,20,12.0,September,2014.0,Friday    
610584,3,19.0,July,2014.0,Saturday  
610590,0,1.0,March,2010.0,Monday    
610594,10,24.0,April,2014.0,Thursday  
610596,6,9.0,March,2014.0,Sunday    
610600,15,16.0,February,2014.0,Sunday    
610601,14,16.0,March,2014.0,Sunday    
610606,13,1.0,April,2014.0,Tuesday   
610607,21,1.0,April,2014.0,Tuesday   
610611,15,8.0,April,2014.0,Tuesday   
610616,11,3.0,May,2014.0,Saturday  
610617,15,26.0,August,2014.0,Tuesday   
610618,15,11.0,September,2014.0,Thursday  
610620,9,8.0,May,2014.0,Thursday  
610621,3,8.0,May,2014.0,Thursday  
610631,0,28.0,January,2014.0,Tuesday   
610632,3,28.0,January,2014.0,Tuesday   
610639,10,17.0,September,2014.0,Wednesday 
610640,20,26.0,March,2014.0,Wednesday 
610641,23,26.0,March,2014.0,Wednesday 
610644,14,27.0,March,2014.0,Thursday  
610645,15,27.0,March,2014.0,Thursday  
610646,8,27.0,March,2014.0,Thursday  
610650,16,10.0,April,2014.0,Thursday  
610658,11,27.0,April,2014.0,Sunday    
610659,8,26.0,April,2014.0,Saturday  
610661,20,27.0,March,2014.0,Thursday  
610664,22,17.0,February,2014.0,Monday    
610665,18,8.0,April,2014.0,Tuesday   
610666,9,25.0,April,2014.0,Friday    
610667,5,14.0,May,2014.0,Wednesday 
610668,20,12.0,May,2014.0,Monday    
610672,21,31.0,December,2013.0,Tuesday   
610673,13,31.0,December,2013.0,Tuesday   
610675,11,22.0,May,2014.0,Thursday  
610686,5,12.0,June,2014.0,Thursday  
610687,3,19.0,June,2014.0,Thursday  
610688,8,20.0,July,2014.0,Sunday    
610689,4,25.0,April,2014.0,Friday    
610692,10,20.0,July,2014.0,Sunday    
610693,13,3.0,May,2014.0,Saturday  
610695,18,8.0,March,2014.0,Saturday  
610699,19,20.0,June,2014.0,Friday    
610702,0,2.0,July,2014.0,Wednesday 
610704,20,2.0,July,2014.0,Wednesday 
610708,23,11.0,June,2014.0,Wednesday 
610715,10,8.0,January,2014.0,Wednesday 
610717,23,25.0,April,2014.0,Friday    
610721,8,17.0,January,2014.0,Friday    
610722,15,17.0,January,2014.0,Friday    
610723,17,17.0,January,2014.0,Friday    
610726,21,1.0,February,2014.0,Saturday  
610730,18,4.0,February,2014.0,Tuesday   
610734,11,13.0,February,2014.0,Thursday  
610735,22,13.0,February,2014.0,Thursday  
610736,1,,,,
610737,2,4.0,March,2014.0,Tuesday   
610738,10,4.0,March,2014.0,Tuesday   
610741,23,13.0,March,2014.0,Thursday  
610742,3,14.0,March,2014.0,Friday    
610743,22,14.0,March,2014.0,Friday    
610747,1,3.0,April,2014.0,Thursday  
610748,14,3.0,April,2014.0,Thursday  
610750,14,13.0,April,2014.0,Sunday    
610751,11,14.0,May,2014.0,Wednesday 
610755,1,19.0,July,2014.0,Saturday  
610756,15,19.0,July,2014.0,Saturday  
610758,3,20.0,July,2014.0,Sunday    
610768,8,9.0,March,2014.0,Sunday    
610769,21,17.0,March,2014.0,Monday    
610774,3,24.0,March,2014.0,Monday    
610775,0,8.0,April,2014.0,Tuesday   
610777,5,24.0,March,2014.0,Monday    
610783,21,27.0,March,2014.0,Thursday  
610785,14,15.0,January,2014.0,Wednesday 
610787,11,8.0,April,2014.0,Tuesday   
610789,18,25.0,December,2013.0,Wednesday 
610791,0,24.0,January,2014.0,Friday    
610795,2,9.0,April,2014.0,Wednesday 
610799,10,9.0,April,2014.0,Wednesday 
610800,11,10.0,April,2014.0,Thursday  
610804,12,4.0,March,2014.0,Tuesday   
610807,21,14.0,March,2014.0,Friday    
610815,14,23.0,April,2014.0,Wednesday 
610817,11,30.0,April,2014.0,Wednesday 
610826,0,15.0,October,2013.0,Tuesday   
610830,22,1.0,February,2014.0,Saturday  
610832,11,16.0,February,2014.0,Sunday    
610833,2,17.0,February,2014.0,Monday    
610834,22,16.0,February,2014.0,Sunday    
610835,0,15.0,February,2014.0,Saturday  
610836,21,27.0,February,2014.0,Thursday  
610838,15,30.0,January,2014.0,Thursday  
610839,15,15.0,May,2014.0,Thursday  
610840,12,6.0,June,2014.0,Friday    
610841,14,4.0,April,2014.0,Friday    
610842,15,2.0,January,2014.0,Thursday  
610843,4,2.0,January,2014.0,Thursday  
610845,23,31.0,January,2014.0,Friday    
610848,15,13.0,April,2014.0,Sunday    
610855,4,25.0,July,2014.0,Friday    
610861,11,17.0,April,2014.0,Thursday  
610865,21,17.0,January,2014.0,Friday    
610866,2,24.0,April,2014.0,Thursday  
610869,17,1.0,February,2014.0,Saturday  
610870,13,24.0,April,2014.0,Thursday  
610872,17,24.0,April,2014.0,Thursday  
610874,16,25.0,April,2014.0,Friday    
610875,23,1.0,February,2014.0,Saturday  
610876,22,25.0,April,2014.0,Friday    
610879,1,16.0,February,2014.0,Sunday    
610881,19,13.0,July,2014.0,Sunday    
610882,2,23.0,July,2014.0,Wednesday 
610883,5,23.0,July,2014.0,Wednesday 
610890,17,7.0,August,2014.0,Thursday  
610897,0,28.0,August,2014.0,Thursday  
610898,12,28.0,August,2014.0,Thursday  
610902,3,18.0,April,2014.0,Friday    
610905,4,26.0,April,2014.0,Saturday  
610906,13,26.0,April,2014.0,Saturday  
610910,13,27.0,April,2014.0,Sunday    
610911,11,2.0,June,2014.0,Monday    
610913,19,2.0,June,2014.0,Monday    
610918,19,28.0,January,2014.0,Tuesday   
610919,21,28.0,January,2014.0,Tuesday   
610920,11,29.0,January,2014.0,Wednesday 
610923,13,13.0,February,2014.0,Thursday  
610924,10,13.0,February,2014.0,Thursday  
610926,0,4.0,March,2014.0,Tuesday   
610928,5,11.0,March,2014.0,Tuesday   
610933,15,3.0,June,2014.0,Tuesday   
610939,1,20.0,June,2014.0,Friday    
610940,23,15.0,March,2014.0,Saturday  
610944,16,21.0,May,2014.0,Wednesday 
610946,12,21.0,May,2014.0,Wednesday 
610947,19,21.0,May,2014.0,Wednesday 
610948,0,5.0,June,2014.0,Thursday  
610949,20,7.0,June,2014.0,Saturday  
610955,23,12.0,June,2014.0,Thursday  
610959,13,15.0,June,2014.0,Sunday    
610962,14,7.0,July,2014.0,Monday    
610963,11,7.0,July,2014.0,Monday    
610964,23,7.0,July,2014.0,Monday    
610969,15,17.0,September,2014.0,Wednesday 
610970,21,17.0,September,2014.0,Wednesday 
610971,22,17.0,September,2014.0,Wednesday 
610976,21,18.0,September,2014.0,Thursday  
610977,22,18.0,September,2014.0,Thursday  
610980,9,18.0,September,2014.0,Thursday  
610981,10,26.0,September,2014.0,Friday    
610982,20,26.0,September,2014.0,Friday    
610983,2,29.0,September,2014.0,Monday    
610987,13,29.0,September,2014.0,Monday    
610993,18,3.0,May,2014.0,Saturday  
611000,9,16.0,May,2014.0,Friday    
611002,17,5.0,November,2014.0,Wednesday 
611003,18,16.0,May,2014.0,Friday    
611005,6,6.0,October,2014.0,Monday    
611006,22,14.0,November,2014.0,Friday    
611008,21,22.0,November,2014.0,Saturday  
611009,0,2.0,August,2014.0,Saturday  
611014,16,25.0,November,2014.0,Tuesday   
611018,15,27.0,June,2014.0,Friday    
611019,21,5.0,November,2014.0,Wednesday 
611020,9,17.0,June,2014.0,Tuesday   
611021,0,23.0,July,2014.0,Wednesday 
611023,2,25.0,November,2014.0,Tuesday   
611027,20,8.0,March,2014.0,Saturday  
611028,22,2.0,March,2014.0,Sunday    
611030,7,9.0,March,2014.0,Sunday    
611033,16,9.0,March,2014.0,Sunday    
611035,0,16.0,March,2014.0,Sunday    
611040,10,3.0,May,2014.0,Saturday  
611042,17,3.0,May,2014.0,Saturday  
611044,23,11.0,May,2014.0,Sunday    
611045,13,3.0,August,2014.0,Sunday    
611048,1,1.0,August,2014.0,Friday    
611052,13,29.0,November,2014.0,Saturday  
611056,17,25.0,August,2014.0,Monday    
611060,4,17.0,October,2014.0,Friday    
611061,16,18.0,September,2014.0,Thursday  
611062,12,17.0,October,2014.0,Friday    
611066,16,27.0,October,2014.0,Monday    
611069,13,27.0,October,2014.0,Monday    
611072,14,1.0,November,2014.0,Saturday  
611073,13,27.0,August,2014.0,Wednesday 
611074,22,12.0,September,2014.0,Friday    
611075,2,17.0,September,2014.0,Wednesday 
611076,13,25.0,November,2014.0,Tuesday   
611077,12,22.0,December,2014.0,Monday    
611078,11,5.0,January,2015.0,Monday    
611080,21,5.0,January,2015.0,Monday    
611081,16,22.0,January,2015.0,Thursday  
611082,10,6.0,February,2015.0,Friday    
611083,0,7.0,February,2015.0,Saturday  
611084,7,7.0,February,2015.0,Saturday  
611085,19,6.0,February,2015.0,Friday    
611087,3,24.0,February,2015.0,Tuesday   
611088,10,24.0,February,2015.0,Tuesday   
611089,18,24.0,February,2015.0,Tuesday   
611090,13,8.0,September,2014.0,Monday    
611091,14,8.0,September,2014.0,Monday    
611092,8,8.0,September,2014.0,Monday    
611093,10,15.0,September,2014.0,Monday    
611095,21,23.0,September,2014.0,Tuesday   
611096,18,7.0,August,2014.0,Thursday  
611097,5,5.0,October,2014.0,Sunday    
611103,13,17.0,June,2014.0,Tuesday   
611104,12,17.0,June,2014.0,Tuesday   
611105,1,2.0,August,2014.0,Saturday  
611110,3,2.0,August,2014.0,Saturday  
611116,23,2.0,August,2014.0,Saturday  
611117,7,3.0,August,2014.0,Sunday    
611121,7,14.0,November,2014.0,Friday    
611122,11,29.0,October,2014.0,Wednesday 
611124,13,28.0,September,2014.0,Sunday    
611126,4,14.0,November,2014.0,Friday    
611130,17,25.0,June,2014.0,Wednesday 
611132,17,29.0,October,2014.0,Wednesday 
611133,16,17.0,August,2014.0,Sunday    
611136,13,23.0,July,2014.0,Wednesday 
611137,16,23.0,July,2014.0,Wednesday 
611142,7,17.0,August,2014.0,Sunday    
611147,18,17.0,June,2014.0,Tuesday   
611148,3,25.0,November,2014.0,Tuesday   
611151,18,24.0,October,2014.0,Friday    
611155,23,17.0,August,2014.0,Sunday    
611158,12,27.0,June,2014.0,Friday    
611160,23,22.0,December,2014.0,Monday    
611161,0,5.0,November,2014.0,Wednesday 
611170,13,23.0,April,2014.0,Wednesday 
611172,0,1.0,December,2008.0,Monday    
611173,20,23.0,July,2014.0,Wednesday 
611174,0,25.0,July,2014.0,Friday    
611175,10,3.0,October,2014.0,Friday    
611177,20,23.0,December,2014.0,Tuesday   
611178,17,25.0,July,2014.0,Friday    
611179,16,27.0,July,2014.0,Sunday    
611183,20,24.0,July,2014.0,Thursday  
611188,15,19.0,August,2014.0,Tuesday   
611190,6,6.0,August,2014.0,Wednesday 
611196,12,26.0,July,2014.0,Saturday  
611199,1,28.0,August,2014.0,Thursday  
611200,19,28.0,August,2014.0,Thursday  
611201,21,2.0,September,2014.0,Tuesday   
611206,0,10.0,March,2014.0,Monday    
611210,0,17.0,September,2014.0,Wednesday 
611211,11,17.0,September,2014.0,Wednesday 
611212,1,18.0,September,2014.0,Thursday  
611213,7,18.0,September,2014.0,Thursday  
